sampleID,read_count,d_Eukaryota,p_Proteobacteria,c_Clostridia,o_Clostridiales,o_Micrococcales,f_Carnobacteriaceae,f_Corynebacteriaceae,f_Enterobacteriaceae,f_Lachnospiraceae,f_Mycoplasmataceae,f_Neisseriaceae,f_Pasteurellaceae,f_Peptostreptococcaceae,f_Prevotellaceae,f_Ruminococcaceae,g_Acidaminococcus,g_Acinetobacter,g_Actinobacillus,g_Actinomyces,g_Actinotignum,g_Aerococcus,g_Akkermansia,g_Alistipes,g_Alloprevotella,g_Alloscardovia,g_Anaerococcus,g_Anaeroglobus,g_Anaerostipes,g_Arcanobacterium,g_Bacillus,g_Bacteroides,g_Bergeyella,g_Bifidobacterium,g_Blautia,g_Brevibacterium,g_Bulleidia,g_Campylobacter,g_Catonella,g_Collinsella,g_Corynebacterium,g_Cupriavidus,g_Delftia,g_Dermabacter,g_Dialister,g_Dorea,g_Enhydrobacter,g_Enterococcus,g_Ezakiella,g_Facklamia,g_Faecalibacterium,g_Finegoldia,g_Fusicatenibacter,g_Fusobacterium,g_Gallicola,g_Gemella,g_Globicatella,g_Granulicatella,g_Haemophilus,g_Helcobacillus,g_Helcococcus,g_Helicobacter,g_Howardella,g_Jonquetella,g_Klebsiella,g_Kocuria,g_Lachnoclostridium,g_Lachnospira,g_Lactobacillus,g_Lactococcus,g_Lawsonella,g_Leptotrichia,g_Leucobacter,g_Megasphaera,g_Micrococcus,g_Mobiluncus,g_Mogibacterium,g_Moryella,g_Murdochiella,g_Mycoplasma,g_Negativicoccus,g_Neisseria,g_Nosocomiicoccus,g_Oligella,g_Olsenella,g_Parabacteroides,g_Parvimonas,g_Peptococcus,g_Peptoniphilus,g_Peptostreptococcus,g_Phascolarctobacterium,g_Porphyromonas,g_Prevotella,g_Proteus,g_Pseudarthrobacter,g_Pyramidobacter,g_Ralstonia,g_Romboutsia,g_Roseburia,g_Rothia,g_Senegalimassilia,g_Shewanella,g_Slackia,g_Sneathia,g_Solobacterium,g_Sphingomonas,g_Staphylococcus,g_Stenotrophomonas,g_Streptococcus,g_Subdoligranulum,g_Sutterella,g_Tessaracoccus,g_Trichococcus,g_Trueperella,g_Ureaplasma,g_Varibaculum,g_Variovorax,g_Veillonella,g_Weeksella,Atopobium_deltae,Atopobium_parvulum,Atopobium_vaginae,Gardnerella_vaginalis,Lactobacillus_crispatus,Lactobacillus_delbrueckii,Lactobacillus_gasseri,Lactobacillus_iners,Prevotella_amnii,Prevotella_bivia,Prevotella_buccalis,Prevotella_corporis,Prevotella_disiens,Prevotella_nanceiensis,Prevotella_oris,Prevotella_timonensis,Sneathia_sanguinegens,I-A_sim,I-B_sim,II_sim,III-A_sim,III-B_sim,IV-A_sim,IV-B_sim,IV-C0_sim,IV-C1_sim,IV-C2_sim,IV-C3_sim,IV-C4_sim,V_sim,subCST,score,CST
SRR18691405,211430,0,148,105,0,5,0,15,0,24,579,137,0,0,40,0,0,0,0,0,0,10,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,209509,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,7,28,0,0,0,0,0,0,0,579,0,0,0,0,0,0,8,789,201558,0,0,188,18,0,0,0,0,0,0,0,0,0.48655520986364464,0.4060296723168637,0.002727710807640614,0.0014797059653616025,0.056781072181221665,0.0010623380351076584,0.005889246550146652,0.020185582984565575,0.0036964688802103543,0.015305935394935867,0.0014592117781833793,0.003805143937097805,0.015585380952532523,I-A,0.48655520986364464,I
SRR18691406,193104,0,9,46,0,336,0,569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,561,0,0,2,0,0,0,44,2,0,0,28,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,191842,4,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0.003159683547036081,0.009024412228037642,0.00020070690428327664,0.0004910893946511296,0.0034572324287277874,6.540169224739059e-05,0.00017594173977782517,0.00023516196814210919,2.8438279022037613e-05,0.00017198629646989966,3.812604381010917e-05,0.0004709392980709831,0.001371819384156691,I-B,0.009024412228037642,I
SRR18691407,195710,0,7,382,0,430,0,296,3,146,37,0,0,0,79,24,0,4,0,0,0,12,0,0,0,0,72,0,4,0,0,73,0,0,10,72,0,5,0,0,292,0,0,0,15,0,0,8,0,0,15,79,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,194112,0,4,0,0,22,0,0,0,0,0,0,0,0,0,0,0,3,0,0,34,0,0,4,68,0,0,0,0,0,27,0,0,0,0,16,0,0,10,0,0,0,0,0,0,0,37,2,0,0,0,0,0,0,125,0,0,0,703,14,19,0,0,11,0,0,16,16,0.003168183737866516,0.009165365449820852,0.0003773247604174717,0.0020314563396836454,0.004865795828889283,0.0003477430786552785,0.0006955660970907108,0.0005139227650119233,9.071425143659492e-05,0.0001033225676873786,2.5417983294122975e-05,0.0004991957436217711,0.0019899499346170916,I-B,0.009165365449820852,I
SRR18691408,169014,0,25,592,0,1020,0,2779,0,0,0,0,0,0,47,0,0,0,0,22,0,0,0,0,0,0,130,22,0,0,0,0,0,0,0,88,0,0,0,0,2779,0,0,54,13,0,0,107,0,0,0,270,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,163942,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,47,0,0,0,0,0,0,0,0,0,0,13,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,378,0,0,0,0,0,0,0,23,0,0.003167770223590066,0.009186252217746233,0.00033282967209181615,0.0013812696196927082,0.004326091193985339,0.00023984201519396058,0.0004991151286651334,0.0005792098130924325,0.00011288318221025524,0.00041590183517894444,9.048040846920009e-05,0.0009351540231673906,0.0017609383468262581,I-B,0.009186252217746233,I
SRR18691410,207788,0,0,192,0,378,0,209,0,15,131,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,140,0,13,0,0,202,0,0,11,0,0,0,0,5,0,0,90,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,206414,0,7,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,4,19,0,0,0,0,0,0,0,0,0,0,26,0,0,57,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,108,0,0,0,791,0,6,0,0,0,0,0,13,0,0.003168548626674166,0.009168667582043804,0.0003789230547917251,0.0021361463855809238,0.0049471687800593245,0.00032087467406728394,0.0006669459900071271,0.0005042859380209653,9.152600402810061e-05,9.17023944942008e-05,2.811650532916458e-05,0.0006027163645572505,0.002021038027915701,I-B,0.009168667582043804,I
SRR18691411,227871,0,30,1677,0,1392,0,2924,0,34,20,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,27,0,91,0,11,0,0,2917,0,0,20,15,0,0,44,0,0,0,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220266,0,7,0,0,31,0,0,0,0,0,0,8,0,0,0,0,0,0,0,313,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,3,745,0,0,0,0,0,0,0,20,0,0,0,0,0,0,3,175,0,0,0,762,19,0,17,0,4,0,0,12,0,0.003175293955280481,0.009284197128017244,0.00045685442614688544,0.001972163748099192,0.00492028038602856,0.00039858351304413765,0.0008025817327841006,0.0009515973872707532,0.0002011553509822626,0.00028896773973119394,0.0002388671719224198,0.0018749800216802115,0.0020360268699892853,I-B,0.009284197128017244,I
SRR18691412,212353,0,43,5737,0,10,0,1050,8,500,0,0,0,16,1429,446,0,0,0,25,8,0,13,129,0,0,811,0,11,2,0,241,0,11,63,6,0,19,0,5,873,0,0,0,191,0,0,6,0,0,110,2391,5,0,6,0,0,0,0,0,0,0,0,0,0,0,22,4,202422,0,169,0,0,10,0,0,0,0,63,0,20,0,0,0,0,8,0,0,1255,16,0,63,1397,0,0,0,0,0,6,0,0,0,0,16,0,0,195,0,265,132,0,0,0,0,0,83,0,15,0,0,0,0,0,0,0,0,202349,0,391,44,398,0,0,0,59,0,0.003761892716686333,0.03184302629330235,0.027320225043031075,0.4871243119946116,0.35930107023684527,0.027919526852250277,0.05824748276603739,0.037589188199331686,0.010948937555545562,0.007003519620914476,0.0007841379615490955,0.06556235754828248,0.12569187862836828,III-A,0.4871243119946116,III
SRR18691413,195071,0,620,8023,0,1896,0,18242,0,128,0,0,0,0,2013,30,0,124,0,211,0,0,0,0,0,0,1604,0,0,0,0,131,0,13,106,976,0,49,0,7,17866,0,0,142,109,0,0,133,0,0,30,3575,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,148348,0,376,0,0,20,0,0,0,0,0,0,136,0,0,0,0,0,0,0,2022,0,0,0,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,2307,0,12106,0,0,0,0,0,0,178,0,26,0,0,0,4,78,0,0,0,147075,0,467,0,506,0,0,0,0,0,0.003957971693766226,0.03557910071416548,0.031275247042382374,0.5230431490611581,0.42164775693533385,0.03352168047731062,0.07023641455144827,0.05067627220225133,0.03916622580585398,0.009999375898792243,0.006455834622979028,0.08372373508221367,0.14459387989636127,III-A,0.5230431490611581,III
SRR18691414,214004,0,35,1986,0,20,0,1292,0,16,0,0,0,0,681,0,0,11,0,15,0,0,0,0,0,0,324,0,0,0,0,0,0,0,0,13,0,0,0,0,1270,0,0,7,37,0,0,41,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209104,0,22,0,0,11,0,0,0,0,5,0,0,0,0,0,0,0,0,0,441,0,0,0,666,0,0,0,0,0,0,0,0,0,0,38,0,0,469,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208377,23,292,12,126,0,0,0,0,0,0.0037281332285349794,0.031342406859445525,0.02680664343721209,0.47981137877838226,0.3513900608675917,0.027206834992655037,0.05686463916606543,0.03623062576478948,0.010486902857945861,0.0069408262815755855,0.0006755127851997047,0.06454772660809985,0.1232486532992675,III-A,0.47981137877838226,III
SRR18691415,214388,0,616,6302,11,415,0,2679,565,1000,0,0,0,17,1634,877,0,0,0,51,15,0,15,65,0,34,820,0,29,0,0,283,0,24,158,174,0,2,0,10,2590,0,0,28,38,30,0,156,0,0,347,2404,15,0,19,0,0,0,0,0,47,0,82,0,0,0,0,15,193208,0,89,0,0,42,6,0,0,0,12,0,5,0,0,0,0,36,0,0,729,17,0,66,1625,0,0,0,0,0,28,0,0,0,3,89,0,0,498,0,7709,187,0,0,0,0,0,14,0,16,0,0,0,12,117,0,0,0,192870,85,619,49,142,0,0,0,35,0,0.0038355755301985968,0.03300189371842939,0.028543791678978896,0.5009307022995156,0.3770910215904796,0.029402031071023085,0.06145752201960753,0.041057668611920756,0.023030992813950792,0.008241692225258408,0.003120251366527576,0.07022989095803696,0.13101603800457545,III-A,0.5009307022995156,III
SRR18691416,211667,0,29,1699,0,12,0,1641,11,11,0,0,0,0,352,0,0,0,0,5,0,0,0,0,0,0,346,0,0,0,0,0,0,0,0,8,0,7,0,0,1574,0,0,4,79,0,0,12,0,0,0,958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207250,0,67,0,0,11,0,0,0,0,0,0,22,0,0,0,0,0,0,0,384,0,0,0,348,0,0,0,0,0,0,0,0,0,0,0,0,0,274,0,83,0,0,0,0,0,0,23,0,0,0,0,0,5,46,0,0,0,207055,0,102,0,35,0,0,0,0,0,0.0037221428377524823,0.03129838984267093,0.026781492754433697,0.47977300936674117,0.3509419479447057,0.027151437631164812,0.05679385374205611,0.036097240292068934,0.010436248350917356,0.006877116351670112,0.0006404280518996876,0.06422143985429236,0.12310231794520798,III-A,0.47977300936674117,III
SRR18691417,185415,0,10,53,0,5,0,0,0,41,8,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185142,0,0,0,0,24,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,9,49,0,0,0,1007,53,0,0,10,0,0,0,0,0,0.0031707145928595907,0.009210762142884061,0.00042287402907870185,0.002934634627566522,0.005620303060711009,0.00036834465166954926,0.0007481391569133281,0.0005438869845971943,0.00010159042621408579,9.787718371180828e-05,1.329823954900605e-05,0.0006481270260886543,0.0022989349894476487,I-B,0.009210762142884061,I
SRR18691418,210497,0,0,44284,0,0,0,0,0,35806,30,0,0,32,57609,0,0,0,0,0,0,27,0,0,0,0,29,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,4291,0,0,0,0,0,0,4,0,0,0,72,0,0,0,0,0,0,29,0,0,0,0,0,1387,0,0,0,0,17043,0,101,0,0,0,0,0,0,0,0,0,0,559,0,267,32,0,0,57438,0,0,0,0,0,0,0,0,0,0,62068,0,0,18,0,0,0,0,0,0,0,30,0,0,0,0,0,0,2975,16729,0,0,0,655,50118,0,0,7,0,0,0,3891,3860,0.00013568795350861072,0.0018246740102376782,0.008479986908720585,0.0031323370524928965,0.013373799580869388,0.07711951163900806,0.08178558813887417,0.013097254349848621,0.0027516828353213495,0.001815653382114612,0.0005250574124209473,0.006574942867911733,0.00923423264513098,IV-B,0.08178558813887417,IV-B
SRR18691419,185950,0,0,12,0,0,0,0,0,7,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184443,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0.0031598204695236897,0.009031894862109615,0.00020519674567727358,0.0005679891383765586,0.0035259346564015877,7.928857784586236e-05,0.00019268821857518353,0.0002315466089329903,7.657264118986344e-05,4.805652975886863e-05,2.2701612181631087e-05,0.00017859868420657372,0.0014004537187963567,I-B,0.009031894862109615,I
SRR18691421,166422,0,5,28,0,0,0,15,0,11,0,0,0,6,79,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,35,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165775,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,79,0,0,0,0,0,0,0,0,0,0,11,0,0,52,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,174,0,34,0,0,0,0,0,8,11,0.003160526924401515,0.009038225278420527,0.0002369351015374144,0.0007441758765070421,0.003694124456671712,0.0001608973464567296,0.0003252533085725513,0.0002729820589954175,3.3653464373066196e-05,5.8699344561340534e-05,2.3392935662140817e-05,0.000311529568639885,0.0014798572200929153,I-B,0.009038225278420527,I
SRR18691422,144542,0,265,26960,0,6,0,1365,0,426,0,0,0,21930,8561,31,0,0,0,0,0,0,0,0,0,0,185,93,0,0,0,5,0,124,0,0,0,0,0,0,1323,0,0,0,120,44,0,0,0,0,31,3815,0,62,0,0,0,0,0,0,0,0,322,0,0,0,0,0,99613,0,42,0,0,28,0,0,0,0,64,0,0,0,0,0,0,0,0,0,509,21930,0,29,8552,0,0,0,0,0,0,0,0,0,0,27,0,0,3981,0,2736,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,16,2006,25,0,0,0,0,1114,0,0.00288921291917714,0.009592329959066122,0.0015501741217817948,0.0014580166533587513,0.005516282198603711,0.005029852532170308,0.0036478541882280033,0.013133053304734474,0.014471714808879745,0.0021766823378715407,0.0051993999367104275,0.01927109989990929,0.0023946193009210344,IV-C4,0.01927109989990929,IV-C
SRR18691423,177026,2,14,388,0,515,0,402,0,13,0,0,0,0,313,0,0,0,0,9,0,6,0,0,0,44,153,0,0,0,0,0,0,388,0,84,0,0,0,0,402,0,0,8,99,0,0,10,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171277,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,313,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,79,0,0,0,0,110,0,0,38,0,0.003163124762095867,0.009123386513625513,0.0002812380835434544,0.0004570463429057476,0.0034954890028256365,0.0001917899144265331,0.00030184156779033093,0.0004497467588579669,0.00017295899261135766,0.00012421541697214957,0.001118202926731275,0.0006370512312510648,0.0014042747241153647,I-B,0.009123386513625513,I
SRR18691424,190175,0,5,127,0,0,0,105,0,22,0,0,0,0,72,5,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,130,0,0,0,0,0,0,105,0,0,0,21,0,0,16,0,0,5,35,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,186101,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,66,0,0,0,0,0,0,0,0,0,0,13,0,0,292,0,39,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,243,0,0,0,0,0,0,0,25,0,0.003163527815644773,0.009108320640183744,0.0002567409023214054,0.000875058687835353,0.003827771165509097,0.0001270269880265605,0.0002767242689567846,0.0003508286365011243,0.00015702885485630597,0.00014712815385673546,0.000399085998549047,0.0008515629665197596,0.0015318226087055755,I-B,0.009108320640183744,I
SRR18691466,240597,0,6334,1870,0,10,0,3163,5466,86,0,48,267,0,1643,0,0,264,0,0,0,0,0,0,0,0,1015,0,0,0,0,32,0,98300,67,0,0,0,0,0,2953,0,0,0,1102,0,19,2677,0,0,0,533,0,0,0,1479,0,0,267,0,0,0,0,0,64,0,0,0,790,0,210,0,0,74,0,0,0,0,0,0,0,48,0,0,0,0,5,0,189,0,0,0,1591,0,0,0,0,0,0,0,0,0,0,0,0,0,2508,0,120219,0,0,0,0,0,0,0,26,0,0,0,0,39,214,0,0,0,270,29,0,0,0,0,0,0,0,0,0.0003212046585798258,0.009745677738736464,0.023015255065530222,0.003327121626185017,0.014397213522619372,0.003226496122611727,0.01029786475012302,0.08728977293129919,0.643229816938089,0.038574883736724144,0.6279738729025125,0.06815985613411263,0.003718127249722111,IV-C1,0.643229816938089,IV-C
SRR18691467,113220,0,2811,864,0,31,0,1988,2686,19,0,0,0,0,630,0,0,0,0,0,0,0,0,0,0,0,443,0,0,0,0,21,0,43557,0,0,0,0,0,0,1902,0,0,0,1004,0,0,835,0,0,0,307,0,0,0,657,0,0,0,0,0,0,0,0,0,31,19,0,54,0,86,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,630,0,0,0,0,0,0,0,0,0,0,0,0,0,2171,0,58573,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,26,0,0,0,0,0,0,0,32,0,0.00031824595474662636,0.009664544532848974,0.022516441904752656,0.0027722016402148475,0.014141980398304891,0.0029388826135125037,0.009887272288665892,0.08918132724936051,0.6805126154271588,0.03670484362965952,0.5901552356845212,0.07643746365633564,0.0034001747188205735,IV-C1,0.6805126154271588,IV-C
SRR18691468,203786,0,63,217,0,4,0,301,0,4,0,0,0,10,103636,0,34,20,0,5,0,0,0,0,0,0,105,0,4,0,0,30,0,71452,0,0,0,0,0,0,296,0,0,0,2638,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,10,0,12,103636,0,0,0,0,0,0,0,0,0,0,0,0,0,9086,0,16121,0,3,0,0,0,0,0,0,0,0,0,0,4,48,0,0,0,46,35,0,63,0,0,0,0,25,0,8.749377576129048e-05,0.0036768645916829415,0.010109956269278098,0.0006222826678127799,0.0024540876943160298,0.025793493911643945,0.007663097449863618,0.018078011244977935,0.05675895899169729,0.007139746025630834,0.2823540907763423,0.0366844973713984,0.0015813332211385227,IV-C3,0.2823540907763423,IV-C
SRR18691469,190852,0,50,223,0,0,0,329,0,4,0,0,0,0,2567,0,0,0,0,12,0,0,0,0,0,0,78,0,0,0,0,0,0,5462,0,0,0,0,0,0,303,0,0,0,549,0,27,1875,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,708,0,26,0,0,42,0,6,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,2560,0,0,0,0,0,0,0,0,0,0,20,0,8,111404,0,67343,0,5,0,0,0,0,16,0,0,0,0,0,18,97,0,0,0,196,16,0,26,0,0,0,0,64,0,0.000505891853945989,0.007209263708650245,0.008985278191556397,0.003844167709457944,0.013468949072753013,0.002910582712565809,0.006729910338303819,0.058194836570812855,0.36415624297107657,0.05433472159376747,0.11089482300415181,0.7355203648838791,0.0032022715342570084,IV-C4,0.7355203648838791,IV-C
SRR18691470,256197,0,321,1627,0,20,0,687,0,32,0,0,0,0,2295,0,619,0,0,4,0,0,0,0,0,0,219,0,0,0,0,0,0,211646,0,0,0,0,0,0,577,0,0,13,3174,0,0,31,0,0,0,1212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,845,0,110,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,2290,0,0,0,0,0,0,0,0,0,0,21,0,0,17825,0,16170,0,301,0,0,0,0,0,0,0,0,0,0,13,205,0,0,0,289,30,0,5,0,0,0,0,16,21,0.0001258364939164015,0.007022832950361924,0.02122180699812169,0.0011762792237522768,0.0027463202230268995,0.001188854661308645,0.0032144472314884,0.025245427586789677,0.05137014060359832,0.010143644711023688,0.9346749309150539,0.05514361259202542,0.0022043145926634107,IV-C3,0.9346749309150539,IV-C
SRR18691471,204666,0,5,819,0,0,0,331,0,30,241,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,318,0,0,0,0,3,0,0,0,0,0,0,0,0,325,0,0,0,43,0,0,0,0,0,0,258,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,201933,0,6,0,0,30,0,0,0,0,0,0,5,0,0,0,0,0,0,3,210,0,0,5,74,0,0,0,0,0,0,0,0,0,0,11,0,0,921,0,25,0,0,0,0,0,241,31,0,0,0,0,0,11,149,0,0,0,356,0,0,10,0,0,0,0,0,11,0.003168097144697544,0.009138092412925675,0.00034231893163236157,0.0011176291436460224,0.0041020587494895976,0.0002947356683993932,0.0005860447350360736,0.0006360513924193056,0.00019363658478047138,0.00020897192642627306,0.0001927502437885482,0.0021055634366368174,0.0016739364158824717,I-B,0.009138092412925675,I
SRR18691472,184926,0,79,274,0,0,0,87,14,30,98,0,0,0,149,0,0,0,0,0,6,0,0,0,0,0,92,0,0,0,0,24,0,0,0,0,0,3,0,0,75,0,0,0,35,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,16,0,14,0,0,0,184001,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,5,149,0,0,0,0,0,0,0,0,0,0,0,0,21,27,4,20,0,0,0,0,0,98,34,0,0,0,0,0,0,34,0,0,0,69,7,0,11,0,0,0,0,0,0,0.0031599022401071764,0.009020432086326266,0.0002160989380990048,0.00040981350490838336,0.0034010443846563335,0.00012160078759541764,0.000236054512588789,0.00030749269264442774,8.22677643071879e-05,5.1066879376529245e-05,3.4651567555831695e-05,0.0001833435273033807,0.0013559990944834134,I-B,0.009020432086326266,I
SRR18691473,166818,0,2,57,0,0,0,81,0,17,2766,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163704,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,11,0,0,46,0,0,0,0,0,0,0,2766,0,0,0,0,0,0,0,111,0,0,0,249,18,0,0,0,0,0,0,0,0,0.003168242615117544,0.009125709108169138,0.0003204732193130758,0.0009977785854742949,0.003982642905531507,0.0002362839645882356,0.0004976042450336368,0.0003713337262406248,6.561324124599753e-05,6.98135250735709e-05,2.215161481870579e-05,0.00037306012356931194,0.0016158672377747912,I-B,0.009125709108169138,I
SRR18691474,154013,0,3,1229,0,0,0,409,0,8,792,0,0,0,439,0,0,0,0,0,0,0,0,0,0,0,582,0,0,0,0,0,0,0,0,0,0,36,0,0,270,0,0,0,95,0,0,0,0,0,0,332,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,150604,0,139,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,30,231,0,0,7,439,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,6,0,0,0,0,0,792,30,0,0,0,0,0,0,42,0,0,0,80,13,0,91,0,0,0,0,80,0,0.0031682675047426286,0.009127373610032236,0.0003179817041485611,0.0005045090962403241,0.003563080750098953,0.0002650555398734951,0.0004041356951892652,0.0008416819060963058,0.00014734260045716553,0.00010245781716753664,0.00012794233091156175,0.0007839196341165815,0.001453369191875481,I-B,0.009127373610032236,I
SRR18691475,196560,0,26,93,0,0,0,58,5,9,252,0,0,0,25,0,0,2,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,6,0,0,58,0,0,0,13,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,25,0,0,0,0,0,0,0,0,0,0,8,0,6,221,0,0,0,0,0,0,0,252,9,0,0,0,0,0,0,32,0,0,0,61,0,0,16,0,0,0,0,0,0,0.0031595602767643415,0.009012561094558159,0.0002043272089604409,0.0003788298961042033,0.0033672316521592143,8.452630404475183e-05,0.0002051394767174515,0.00024021590693549223,3.053910557261161e-05,7.416266825144875e-05,4.588270475699958e-05,0.0005496143180833425,0.0013378102069074773,I-B,0.009012561094558159,I
SRR18691477,206729,0,469,257,0,42,97,22,3,235,0,21,441,0,84,0,0,0,0,19,0,6511,0,0,0,0,9,0,0,0,0,0,0,26,0,0,0,0,0,0,22,0,0,0,12,0,4,0,0,0,0,9,0,0,0,3367,0,97,441,0,0,0,209,0,0,9,0,0,140490,0,0,0,0,13,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,33,0,0,0,0,3,0,430,0,8390,0,0,0,0,0,0,0,0,12,0,0,0,0,41865,1237,0,0,134630,29,0,0,0,0,0,0,0,0,0.00716780192632978,0.04079739656578459,0.04332469394567296,0.5113434864515579,0.46328933838729736,0.07407290187038432,0.15286552394514102,0.05750801053341428,0.03617466487366944,0.011228219621216862,0.005587105188089965,0.08990416896229232,0.16311772415177106,III-A,0.5113434864515579,III
