sampleID,read_count,p_Proteobacteria,c_Betaproteobacteria,c_Clostridia,o_Micrococcales,f_Corynebacteriaceae,f_Enterobacteriaceae,f_Lachnospiraceae,f_Mycoplasmataceae,f_Neisseriaceae,f_Pasteurellaceae,f_Peptostreptococcaceae,f_Prevotellaceae,g_Actinobaculum,g_Actinomyces,g_Aerococcus,g_Alistipes,g_Anaerococcus,g_Arcanobacterium,g_Bacteroides,g_Bifidobacterium,g_Blautia,g_Brevibacterium,g_Campylobacter,g_Corynebacterium,g_Delftia,g_Dialister,g_Dorea,g_Enterococcus,g_Ezakiella,g_Faecalibacterium,g_Finegoldia,g_Fusobacterium,g_Gemella,g_Haemophilus,g_Lactobacillus,g_Megasphaera,g_Mobiluncus,g_Moryella,g_Mycoplasma,g_Neisseria,g_Parabacteroides,g_Parvimonas,g_Peptoniphilus,g_Peptostreptococcus,g_Porphyromonas,g_Prevotella,g_Roseburia,g_Slackia,g_Sneathia,g_Staphylococcus,g_Streptococcus,g_Sutterella,g_Ureaplasma,g_Varibaculum,g_Veillonella,Atopobium_minutum,Gardnerella_vaginalis,Lactobacillus_crispatus,Lactobacillus_gasseri,Lactobacillus_iners,Lactobacillus_jensenii,Prevotella_amnii,Prevotella_bergensis,Prevotella_bivia,Prevotella_buccalis,Prevotella_disiens,Prevotella_melaninogenica,Prevotella_timonensis,Sneathia_sanguinegens,I-A_sim,I-B_sim,II_sim,III-A_sim,III-B_sim,IV-A_sim,IV-B_sim,IV-C0_sim,IV-C1_sim,IV-C2_sim,IV-C3_sim,IV-C4_sim,V_sim,subCST,score,CST
X1123,1722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,476,0,1223,9,0,0,0,0,0,0,0,0,0.12415659440983991,0.13974493422139236,0.023730205107718425,0.3706441703672682,0.316744829252269,0.02417794313300061,0.05184083430320492,0.038961053187226445,0.010004383761035638,0.010991320708747986,0.0009649477621498402,0.0561823345130553,0.11214435890130542,III-A,0.3706441703672682,III
X1207,1101,5,0,0,0,0,4,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,1024,56,0,0,0,0,0,0,0,0,0.00393832447444416,0.0320898554071296,0.026527031853720698,0.46802693084609703,0.34621281619227634,0.026975456979873885,0.05659148371236378,0.0359924416192348,0.011859684461626925,0.006971002487860549,0.0009656019572412605,0.06355378022336636,0.13720527415008554,III-A,0.46802693084609703,III
X1143,506,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,444,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,41,7,12,407,13,0,0,5,0,0,1,0,0,0.009782587104178467,0.039687319522162604,0.04037145672172869,0.4824201727839902,0.38234953872104144,0.04001142058295613,0.08186507247879757,0.042188823716159604,0.011965116700736782,0.008243438656737784,0.0010603210166534316,0.07042621544113838,0.1448258710949669,III-A,0.4824201727839902,III
X1344,3387,0,0,17,0,0,0,0,0,0,0,17,359,0,0,0,0,0,0,0,1,0,0,0,0,0,25,0,0,0,0,1,0,0,0,1265,0,0,0,0,0,0,0,2,17,0,359,0,0,0,0,0,0,0,0,0,1,457,20,0,1245,0,0,0,357,0,0,0,0,0,0.007976604598109288,0.04215523392466992,0.04589396158081314,0.41048378002728875,0.4940448483625458,0.11710145797968766,0.2292094382093228,0.10199469303898377,0.01637806340170397,0.010818395085906625,0.004101232538856671,0.10200149746003022,0.1804105160890417,III-B,0.4940448483625458,III
X1322,1591,11,11,208,0,0,0,202,0,0,0,2,180,0,0,1,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,18,1,0,21,37,1,0,0,0,0,29,9,2,114,180,0,0,863,0,0,11,0,0,0,0,16,0,0,21,0,131,0,0,0,0,0,1,103,0.00013660404816755097,0.0015736802026554571,0.0022933989815043577,0.010292607130817973,0.012860853428008433,0.027835461791429345,0.025433168570747747,0.009250042222265043,0.0011892002216116369,0.0007418676637887282,0.00035468614148802334,0.004123201867959908,0.006039698231351649,IV-A,0.027835461791429345,IV-A
X1169,1029,0,0,2,0,0,0,0,0,0,0,2,9,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,962,0,0,0,0,0,0,7,0,2,0,9,0,0,0,0,0,0,0,0,0,0,25,10,0,942,10,0,0,1,0,5,0,3,0,0.007419790619512169,0.03576261666081796,0.02842040372595039,0.48777031985296043,0.3665020600797195,0.031027755957380235,0.06428490760374417,0.038665582981144364,0.010887330652046143,0.007329824765167453,0.0006981817320079257,0.0666444661768175,0.13138379956723228,III-A,0.48777031985296043,III
X1268,657,0,0,12,0,0,0,12,58,0,0,0,296,0,0,0,0,0,2,0,1,0,0,0,0,0,32,0,0,0,0,0,0,1,0,50,91,0,0,58,0,0,3,0,0,2,296,0,0,55,0,0,0,0,0,0,0,24,0,1,49,0,4,0,0,0,0,3,0,1,0.0006377764619855812,0.00663959900179834,0.00979597969767055,0.055911438651573005,0.062102452641130186,0.06690892676603614,0.053129913378774686,0.019135287298599857,0.0034410226528395664,0.002434273795768902,0.0016556618349560172,0.01649118778460532,0.027915628095598433,IV-A,0.06690892676603614,IV-A
X1243,21295,37,1,417,1,0,34,325,0,0,0,33,2952,0,2,23,0,46,3,0,0,0,0,1,0,0,165,0,0,0,0,1,0,117,0,109,2540,4,0,0,0,0,241,16,33,10,2952,0,0,3591,0,7,1,0,0,1,0,7478,4,0,105,0,1609,0,0,80,2,0,1255,1621,0.000595462070585363,0.00742347935755716,0.044176312914787276,0.007910502990093826,0.06190778146941215,0.29840106643952663,0.5535292634978811,0.0525901717975245,0.013030022853886323,0.00784616516502651,0.0018643939535995424,0.03214590516977158,0.04660643502630632,IV-B,0.5535292634978811,IV-B
X1222,8901,6,0,0,0,0,6,0,2,0,0,0,53,0,0,2,0,10,0,0,0,0,0,0,0,0,14,0,0,0,0,2,0,7,0,7421,0,0,0,0,0,0,0,1,0,0,53,0,0,59,0,4,0,2,0,8,0,1292,134,3,7099,185,0,0,42,0,0,0,11,53,0.01048660649505959,0.041258425693328354,0.03550349177459719,0.5005351839481847,0.4060107851755094,0.05037851996497358,0.10274027343389576,0.044899086620594726,0.013083606845210764,0.008757061412409863,0.0009251758545826989,0.07479864323810538,0.15131130618858682,III-A,0.5005351839481847,III
X1144,2918,3,0,2,0,0,0,0,0,0,0,0,206,0,0,7,0,0,0,0,0,0,0,1,0,0,23,0,0,0,0,0,0,0,0,108,204,0,0,0,0,0,17,1,0,3,206,0,0,1926,0,0,0,0,0,1,0,160,0,0,104,0,88,0,9,10,2,0,91,1020,0.00032407369104949836,0.0036757488145365332,0.007189136037940752,0.024175788296518144,0.030521975300978988,0.05169069585161253,0.07089754101287993,0.013081955103766953,0.0031642076178902212,0.002204648802787625,0.0009335449556465822,0.010132451689784782,0.014483448995970035,IV-B,0.07089754101287993,IV-B
X1122,1756,0,0,3,0,0,0,0,0,0,0,3,173,0,0,7,0,2,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,4,1,3,7,173,0,0,1343,0,20,0,0,0,36,0,64,0,0,3,0,0,0,8,0,1,13,31,498,5.8691777704438064e-05,0.000994288235150154,0.003299596680688773,0.0014443147144478292,0.005612798633880371,0.02922887157960657,0.03916414490869011,0.007161553389301805,0.00854494919890266,0.0014457324891697517,0.0020594472069609404,0.003895254763295008,0.0032767266123832537,IV-B,0.03916414490869011,IV-B
X1145,2380,1,0,2,0,0,0,0,2,0,0,2,291,0,1,30,0,5,0,0,0,0,0,0,0,0,29,0,0,0,0,4,0,1,0,624,269,0,0,2,0,0,12,0,2,0,291,0,0,396,0,0,0,0,0,37,0,444,2,0,613,2,0,0,148,13,0,126,3,379,0.0032633474955031027,0.03007369683770301,0.04515783624577188,0.2737176228507133,0.35915095342261033,0.19355319616039818,0.3427443588122254,0.09664050551466961,0.01615052383361684,0.01051157370709045,0.0037257712068800393,0.08587969109824621,0.14582606761497038,III-B,0.35915095342261033,III
X1147,2279,6,0,1,0,0,0,0,0,0,0,0,184,0,0,4,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,2,0,6,686,0,0,0,0,0,38,0,0,0,184,0,0,601,0,0,0,0,0,0,0,390,0,0,4,0,11,0,25,28,0,32,83,475,0.0002307567465634255,0.004012727816303773,0.020795751267603073,0.003416520966078983,0.03084374479625612,0.19551806824725038,0.26732977161858823,0.0339985196705853,0.006956217353217677,0.005147869057100119,0.0018134029318998383,0.01624947817512548,0.02138147731674888,IV-B,0.26732977161858823,IV-B
X1153,1336,3,0,3,0,0,0,2,0,0,0,1,992,0,0,5,0,1,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,5,113,0,0,0,0,0,0,0,1,0,992,0,0,9,0,0,0,0,0,0,0,29,1,4,0,0,0,0,954,1,7,0,28,1,0.0004603399214195225,0.001972061772588421,0.0031419491009228983,0.00034523380402535044,0.003020017051146267,0.022824937559849757,0.01361084687385833,0.02167866868720232,0.00238233592261256,0.0014313003503005387,0.0071163707200039995,0.004075593365696814,0.0025657264198936315,IV-A,0.022824937559849757,IV-A
X1158,728,0,0,2,0,0,0,0,0,0,0,2,176,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,121,140,0,0,0,0,0,0,1,2,0,176,0,0,23,0,0,0,0,0,1,0,216,0,0,121,0,159,0,1,1,1,0,14,0,0.0017053716418499,0.01959951714611546,0.04430837797049238,0.1514251038402132,0.2126539252363404,0.22623282418081825,0.3638731689642793,0.05993922114579176,0.013804579494505084,0.009055655214242349,0.00163537512375359,0.05896436367974435,0.09892503806913802,IV-B,0.3638731689642793,IV-B
X1294,1183,6,6,3,0,0,0,0,6,0,0,3,342,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,17,0,0,6,0,0,1,0,3,76,342,0,0,609,0,0,6,0,0,0,0,14,3,0,0,0,0,0,13,30,165,0,134,0,0.0018279927735392351,0.0027757273335551895,0.002884972471469625,0.00020686778864058145,0.0025889422744716554,0.027999246340621228,0.01719268179619388,0.014115791031202751,0.001099350754285097,0.0005086849778673585,0.0006750576028965535,0.0018087315490629137,0.002169943188869707,IV-A,0.027999246340621228,IV-A
X1296,1349,6,6,2,0,0,0,0,0,0,0,2,472,0,0,36,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,5,0,0,240,299,0,0,0,0,0,0,0,2,47,472,0,0,0,0,2,6,0,0,0,0,38,0,0,240,0,0,0,190,7,241,0,29,0,0.0015509112449426858,0.016234656497666516,0.01702207484284016,0.15077143424419445,0.1644646073354383,0.08556255917596094,0.08442924950716305,0.05400890179703761,0.008456798536427933,0.005229034367657992,0.004777777770620399,0.040720370622998936,0.06777679003808648,III-B,0.1644646073354383,III
X1245,1729,3,2,0,0,0,0,0,97,0,0,0,31,0,0,40,0,11,0,0,1,0,0,0,0,0,17,0,0,0,0,1,0,0,0,1093,2,0,0,97,0,0,0,1,0,0,31,0,0,0,0,0,2,0,0,0,2,414,1,0,1087,3,0,0,28,0,1,0,2,0,0.004309843328492423,0.038517944501709825,0.046545374639333524,0.515840917229856,0.48071094624227195,0.08705308921938903,0.1785349045532642,0.06057089331595436,0.016285061124119066,0.010408515686860546,0.0020630308983589658,0.09051721267251688,0.17135294518243102,III-A,0.515840917229856,III
X1306,1620,7,1,30,0,0,0,2,67,0,0,28,549,0,0,152,0,36,0,0,0,0,0,5,0,0,8,0,0,0,0,0,4,8,0,467,0,0,0,67,0,0,0,0,28,0,549,0,0,0,0,8,0,0,0,0,0,46,0,0,466,0,0,0,420,0,124,5,0,0,0.002363333213899178,0.024071969972695673,0.02402529135763504,0.25019126003400705,0.2599285778967758,0.059514253579762526,0.08566502005824975,0.07514327185871963,0.014801225379625423,0.006726625875824528,0.00942100516778493,0.06003188687740081,0.10163069409313384,III-B,0.2599285778967758,III
X1194,1235,0,0,197,0,0,0,193,0,0,0,0,106,0,0,5,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,128,217,0,0,0,0,0,5,0,0,21,106,0,0,490,0,0,0,0,0,0,0,20,0,0,128,0,0,0,0,0,0,0,0,150,0.0009542135750328906,0.01046662790081158,0.011024402929923642,0.09254877089192383,0.10773795726448812,0.07123522145138084,0.0791548041032581,0.031523666737387705,0.004618685143385927,0.003611879569508436,0.000770585580611751,0.02768864815420428,0.04537258512260754,III-B,0.10773795726448812,III
X1256,1355,1,1,0,0,0,0,0,27,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1230,0,0,0,27,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,73,68,1,1151,8,0,0,3,0,0,0,0,0,0.02390439675343222,0.05167053678224767,0.0300887520974485,0.4814552735415312,0.37653342697086584,0.03505787368075574,0.07255453007806618,0.040805251553354766,0.01138701233459576,0.008317569591979766,0.0007577662827757379,0.06827501331851824,0.13365044217360753,III-A,0.4814552735415312,III
X1195,1856,0,0,55,0,0,0,0,4,0,0,0,192,0,0,54,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,257,122,0,0,4,0,0,37,0,0,7,192,0,0,427,0,0,0,0,0,0,0,161,246,0,2,9,74,0,0,28,10,0,74,36,0.13927735037473596,0.1788981713966671,0.014471053569306983,0.0026770316547359016,0.05294784968867551,0.10996284204387882,0.15778883676267108,0.06289231245076998,0.006120277422993857,0.011044001526626119,0.002539333122812243,0.013009112757168251,0.02958966618329266,I-B,0.1788981713966671,I
X1212,1464,0,0,0,0,0,0,0,0,0,0,0,36,0,0,479,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,11,0,56,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,60,0,516,23,2,0,31,0,0,36,0,0,0,0,0,0.01397480896541773,0.023611185811027415,0.04322872864861893,0.004282115257117366,0.061166303305635966,0.21639231712371257,0.48293604470198603,0.04684983349758787,0.01508277689496829,0.007941529497927568,0.012172570559971133,0.030826470953245085,0.06571499933050433,IV-B,0.48293604470198603,IV-B
X1217,1527,0,0,1,0,0,0,0,0,0,0,1,139,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,33,20,0,0,0,0,0,3,0,1,6,139,0,0,1154,0,0,0,0,0,0,0,1,0,0,33,0,103,0,26,0,0,0,10,55,0.00016461201782366037,0.0016595717213338372,0.0015861671772395233,0.014057368967760168,0.014117841799633013,0.012179461560048014,0.010558574740518521,0.005644180428632601,0.0008062137895611049,0.0005321772170082279,0.0005083995143481899,0.003873348987922813,0.0061311037915521005,III-B,0.014117841799633013,III
X1215,1778,0,0,0,0,0,0,0,1,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1205,85,0,0,1,0,0,10,0,0,0,5,0,0,6,0,0,0,0,0,0,0,277,6,0,1195,0,0,0,4,1,0,0,0,0,0.005776105421314011,0.039387231357846456,0.040758641638476346,0.5318215940821814,0.47125955624902083,0.0686788440064343,0.13651399011111226,0.05472041452584768,0.014536037752714306,0.009659388442178275,0.0009569328049991456,0.0864901669440445,0.163945585424241,III-A,0.5318215940821814,III
X1196,1350,2,1,14,0,0,0,0,0,0,0,10,354,0,0,12,0,0,0,0,0,0,0,1,0,1,16,0,0,0,0,0,76,0,0,64,37,0,0,0,0,0,28,0,10,85,354,0,0,165,0,0,0,0,0,0,0,76,0,0,64,0,0,0,0,2,85,1,242,154,0.0005860144869425101,0.007283617059687364,0.015206611132335396,0.043873624089078585,0.061819512902285094,0.10135067577012509,0.12104259910183353,0.0560995297276338,0.005620864782972888,0.003012245021079612,0.0016494727099245132,0.020906593337652664,0.0308155939889765,IV-B,0.12104259910183353,IV-B
X1198,1711,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1627,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,73,0,0,1627,0,0,0,1,0,0,0,0,0,0.0037697690591963944,0.032019693710284326,0.028726230581188564,0.48795683195384204,0.36293278756275577,0.03208745261455863,0.06647224734313617,0.03744192701063405,0.01086184379137072,0.007187605313690364,0.0006324963823052882,0.06620583478240089,0.1274604825702724,III-A,0.48795683195384204,III
X1318,1383,0,0,9,0,0,0,0,3,0,0,0,129,0,0,9,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,1,0,0,164,53,5,0,3,0,0,32,2,0,0,129,0,0,199,0,0,0,0,0,0,0,472,2,0,162,0,27,0,0,19,0,0,61,55,0.002782046278700883,0.020987947512964268,0.05704140423412942,0.12133694817053638,0.21405068523667167,0.3079474792096484,0.6566836743947958,0.09210355817976464,0.016975794032058483,0.01043678890456196,0.0021942954534679873,0.0682863548678668,0.10940083617434235,IV-B,0.6566836743947958,IV-B
X1231,1120,2,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,6,45,0,0,0,0,0,0,0,0,1,99,0,0,848,0,0,0,0,0,0,0,83,0,0,6,0,0,0,5,0,0,0,83,182,0.00011760534728004776,0.0016570962393807301,0.006740698426840967,0.003992441371931012,0.011036238293853168,0.037954313287368785,0.05350989266897171,0.00996523382451371,0.0023654331088394593,0.00145736339203717,0.0006608280030766311,0.005254542110972082,0.007049097747562679,IV-B,0.05350989266897171,IV-B
X1249,2249,6,0,0,0,0,0,0,11,0,0,0,10,0,0,58,0,9,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1582,0,0,0,11,0,0,0,1,0,0,10,0,0,16,0,0,0,0,0,3,0,407,26,20,1536,0,0,0,0,0,5,0,5,0,0.009898061837146203,0.043131634460213994,0.04558425850494759,0.5194121849415578,0.45831511321992946,0.06736970982363734,0.13838503997611631,0.053839602302919926,0.014826571619489762,0.009876664697009034,0.001803121410958221,0.08470454315442519,0.16093873568434913,III-A,0.5194121849415578,III
X1288,1442,0,0,0,0,0,0,0,87,0,0,0,472,0,0,3,0,1,9,0,0,0,0,0,0,0,14,0,0,0,0,0,7,3,0,1,0,0,0,87,0,0,23,0,0,4,472,0,0,518,0,0,0,0,0,0,0,186,0,0,1,0,317,0,146,7,0,0,0,19,0.0001649731572318557,0.002394261572117871,0.012143475691895212,0.0016552502848306992,0.016021728286742677,0.07957242632746223,0.09992311479390056,0.021886544190120125,0.004261453751444575,0.0024179019152132638,0.002862458965313645,0.009380092070380866,0.012559605482605561,IV-B,0.09992311479390056,IV-B
X1244,1260,0,0,0,0,0,0,0,25,0,0,0,351,0,0,33,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,11,0,730,0,0,0,25,0,0,0,0,0,0,351,0,0,0,0,0,0,0,0,0,0,35,49,7,262,404,0,0,350,0,0,0,0,0,0.028259624889389802,0.05415050984097107,0.018941463688627654,0.14790348915188314,0.14947231881976056,0.03418402246975407,0.04860652829960392,0.0449453967323021,0.007789000744032415,0.00660428472690642,0.0063796515828862844,0.03575930538881057,0.269454688646978,V,0.269454688646978,V
X1292,817,2,2,103,0,0,0,99,1,0,0,4,267,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,174,23,0,0,1,0,0,19,0,4,1,267,0,0,84,0,0,2,0,0,0,0,53,0,0,174,0,0,0,129,0,95,4,0,10,0.0018887478041398908,0.01993281695179628,0.023393535308016813,0.1902420113590769,0.2125551344931321,0.07956943933692452,0.10863257459038807,0.06256058653401733,0.009325249562831593,0.00598846526197351,0.004726702632773428,0.05204029731995113,0.08765258978421492,III-B,0.2125551344931321,III
X1267,1130,0,0,8,0,0,0,8,0,0,0,0,36,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,246,500,0,0,0,0,0,2,0,0,0,36,0,0,86,0,0,0,0,0,0,0,130,0,0,246,0,20,0,4,1,0,0,1,14,0.0020295438340412913,0.022502469674592046,0.03078974028304408,0.21215609381269915,0.26083549808714035,0.163537536534083,0.21475204158438596,0.06185857703732625,0.010730281835047647,0.00832916154840312,0.001156698637996751,0.061798591102597875,0.10582854234884721,III-B,0.26083549808714035,III
X1162,1209,0,0,1,0,0,0,0,1,0,0,1,285,0,0,23,0,9,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,641,0,0,0,1,0,0,21,0,1,52,285,0,0,1,0,0,0,0,0,0,0,123,10,44,498,89,0,0,20,8,10,0,245,0,0.00919279852909636,0.040750552676620116,0.06046880554344928,0.3528510840687168,0.3539465460048917,0.07665597920869067,0.13067965625010353,0.06730046005117964,0.013558797152101405,0.009067764575577071,0.0033816507626831128,0.07352633092081583,0.1867746590234607,III-B,0.3539465460048917,III
X1272,1018,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,23,0,0,0,0,0,1,0,0,5,65,0,0,863,0,0,0,0,0,0,0,0,0,0,9,0,57,0,0,4,0,0,4,22,6.124266743595059e-05,0.0006278625664297287,0.0005802629532027202,0.0052097896199147994,0.005144872293739194,0.007767463473623253,0.005635171645131719,0.002234926210902459,0.00029513988497193236,0.00023108532701914306,7.39740369975021e-05,0.0013731895169558951,0.002184604708068143,IV-A,0.007767463473623253,IV-A
X1166,880,4,0,29,0,0,0,0,7,0,0,29,94,0,0,24,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,2,0,20,0,0,0,7,0,0,104,1,29,0,94,0,0,432,0,0,0,0,0,0,0,57,0,0,20,0,0,0,36,8,8,22,19,64,0.0002987020989506398,0.0037284143140061555,0.009636348521808596,0.019487245691837855,0.030902203425656513,0.05580489094687599,0.08300618239009724,0.024861207409871307,0.004071935853086054,0.0021647219520536803,0.002586264834593475,0.011931747427668803,0.016809631085378394,IV-B,0.08300618239009724,IV-B
X1232,1138,0,0,52,0,0,0,0,1,0,0,0,53,0,0,19,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,79,125,0,0,1,0,0,3,0,0,1,53,0,0,540,0,0,0,0,0,0,0,168,0,0,79,0,0,0,1,1,0,51,0,61,0.000772417355622161,0.009226415572450186,0.02222110305745081,0.062089531155361574,0.09175329563177603,0.11126685675906713,0.18068545894807553,0.03149792073108072,0.0072187834375201055,0.004767559403233397,0.0012911087209913146,0.028774740238189156,0.04613205751505592,IV-B,0.18068545894807553,IV-B
X1274,828,2,0,2,0,0,0,1,0,0,0,0,69,0,0,43,0,1,0,0,0,0,0,2,0,0,3,0,0,1,0,1,6,0,0,71,62,0,0,0,0,0,0,1,0,14,69,0,0,0,0,0,0,0,0,0,0,118,0,0,71,0,0,0,0,3,1,0,65,0,0.0011485979027316142,0.015206732908352236,0.0354577592406351,0.0980949977431584,0.16910464401546008,0.23858395947341082,0.4266966865563386,0.1450347717083853,0.011450477713111652,0.0069033746239482155,0.0034942788629636675,0.055149638715003974,0.08386218243746445,IV-B,0.4266966865563386,IV-B
X1282,776,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,2,0,0,0,3,0,0,304,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,3,0,0,0,53,7.756493411286336e-05,0.0014828428560512375,0.0064516433509481655,0.0008107369711197729,0.011613609842561568,0.0959952616556971,0.09256355483950793,0.011259316974465649,0.0023114353826253022,0.0027373253558281465,0.0006064844887468824,0.005002566408243538,0.006496861244500697,IV-A,0.0959952616556971,IV-A
X1112,1016,0,0,1,0,0,0,0,0,0,0,0,66,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,87,82,0,0,0,0,0,24,0,0,4,66,0,0,566,0,0,0,0,0,0,0,48,0,0,87,0,59,0,2,0,1,0,4,128,0.0007708259995875898,0.008388917423837215,0.011591737481774365,0.07065805358226239,0.08274326685703684,0.05908425214842496,0.08129739559622498,0.02299328995435847,0.0044087922042136615,0.003131453479388993,0.0006876149443920805,0.02253686748985404,0.036699570413355274,III-B,0.08274326685703684,III
X1113,1027,0,0,54,0,0,0,0,0,0,0,1,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,5,15,0,0,0,0,0,6,0,1,8,57,0,0,648,0,0,0,0,0,0,0,113,0,0,5,0,3,0,0,3,0,0,51,28,0.0001504350650295985,0.002178802200765361,0.010964692021733669,0.004501714509931396,0.0164590331351009,0.04788459880606381,0.07851819806784037,0.012312796170580238,0.0032465485024738313,0.0018794665408395194,0.0004936065501690566,0.0077842712050532215,0.011636923066895701,IV-B,0.07851819806784037,IV-B
X1190,819,0,0,2,0,0,0,0,0,0,0,2,118,0,0,1,0,1,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,2,0,0,25,0,0,0,0,0,3,0,2,0,118,0,0,506,0,0,0,0,0,1,0,89,0,0,0,0,25,0,18,8,5,3,58,54,0.00012947041097676279,0.0020328503387486946,0.010813210896656556,0.0009726075368399678,0.012866215814624764,0.05831697590689178,0.08300211612663892,0.016294264687280603,0.0035769908311415865,0.001979112482093342,0.0012450687833039957,0.007301898575262715,0.009993920651832156,IV-B,0.08300211612663892,IV-B
X1129,1174,3,3,16,0,0,0,0,0,0,0,16,337,0,0,72,0,18,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,333,0,3,0,0,0,0,18,3,16,11,337,0,1,76,0,0,3,0,0,0,40,82,1,0,319,13,0,0,23,29,106,9,153,0,0.003202585407922439,0.0274621528878722,0.03180590798016765,0.2626382415710575,0.29737033557869913,0.09123716662040587,0.1384373287243088,0.08044069479409545,0.012303743028050127,0.007035137754984174,0.0038260964903258283,0.06752881827812504,0.1274190138410734,III-B,0.29737033557869913,III
X1205,1202,0,0,15,0,0,0,0,45,0,0,15,461,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,331,5,0,0,0,0,0,45,0,0,53,0,15,80,461,0,0,86,0,0,0,0,0,0,0,19,0,0,0,0,0,0,390,0,25,11,35,0,0.0001587622846625862,0.0019966638518403796,0.003237873188395213,0.0003664128955103576,0.003769191003048694,0.032342134884463726,0.022056383746180262,0.038477647240969554,0.0032035886461617724,0.001471825126812378,0.010236593194124287,0.005279407955971332,0.003445947541350839,IV-C0,0.038477647240969554,IV-C
X1209,2317,0,0,0,0,0,0,0,0,0,0,0,298,0,0,98,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,125,267,0,0,0,0,0,39,0,0,29,298,0,0,787,0,0,0,0,0,1,0,341,0,0,125,0,1,0,34,68,0,0,184,393,0.0007011850752199852,0.009011859227347596,0.024384424042140956,0.05061730810210517,0.08410418196129142,0.16050852416635292,0.24626179699007053,0.05132350945176593,0.008427560345685384,0.005322853248759757,0.0031008329718681363,0.029643133417250528,0.04406633938501665,IV-B,0.24626179699007053,IV-B
