"sampleID","read_count","d_Eukaryota","p_Proteobacteria","c_Clostridia","o_Clostridiales","o_Micrococcales","f_Carnobacteriaceae","f_Corynebacteriaceae","f_Enterobacteriaceae","f_Lachnospiraceae","f_Mycoplasmataceae","f_Neisseriaceae","f_Pasteurellaceae","f_Peptostreptococcaceae","f_Prevotellaceae","f_Ruminococcaceae","g_Acidaminococcus","g_Acinetobacter","g_Actinobacillus","g_Actinomyces","g_Actinotignum","g_Aerococcus","g_Akkermansia","g_Alistipes","g_Alloprevotella","g_Alloscardovia","g_Anaerococcus","g_Anaeroglobus","g_Anaerostipes","g_Arcanobacterium","g_Bacillus","g_Bacteroides","g_Bergeyella","g_Bifidobacterium","g_Blautia","g_Brevibacterium","g_Bulleidia","g_Campylobacter","g_Catonella","g_Collinsella","g_Corynebacterium","g_Cupriavidus","g_Delftia","g_Dermabacter","g_Dialister","g_Dorea","g_Enhydrobacter","g_Enterococcus","g_Ezakiella","g_Facklamia","g_Faecalibacterium","g_Finegoldia","g_Fusicatenibacter","g_Fusobacterium","g_Gallicola","g_Gemella","g_Globicatella","g_Granulicatella","g_Haemophilus","g_Helcobacillus","g_Helcococcus","g_Helicobacter","g_Howardella","g_Jonquetella","g_Klebsiella","g_Kocuria","g_Lachnoclostridium","g_Lachnospira","g_Lactobacillus","g_Lactococcus","g_Lawsonella","g_Leptotrichia","g_Leucobacter","g_Megasphaera","g_Micrococcus","g_Mobiluncus","g_Mogibacterium","g_Moryella","g_Murdochiella","g_Mycoplasma","g_Negativicoccus","g_Neisseria","g_Nosocomiicoccus","g_Oligella","g_Olsenella","g_Parabacteroides","g_Parvimonas","g_Peptococcus","g_Peptoniphilus","g_Peptostreptococcus","g_Phascolarctobacterium","g_Porphyromonas","g_Prevotella","g_Proteus","g_Pseudarthrobacter","g_Pyramidobacter","g_Ralstonia","g_Romboutsia","g_Roseburia","g_Rothia","g_Senegalimassilia","g_Shewanella","g_Slackia","g_Sneathia","g_Solobacterium","g_Sphingomonas","g_Staphylococcus","g_Stenotrophomonas","g_Streptococcus","g_Subdoligranulum","g_Sutterella","g_Tessaracoccus","g_Trichococcus","g_Trueperella","g_Ureaplasma","g_Varibaculum","g_Variovorax","g_Veillonella","g_Weeksella","Atopobium_deltae","Atopobium_parvulum","Atopobium_vaginae","Gardnerella_vaginalis","Lactobacillus_crispatus","Lactobacillus_delbrueckii","Lactobacillus_gasseri","Lactobacillus_iners","Prevotella_amnii","Prevotella_bivia","Prevotella_buccalis","Prevotella_corporis","Prevotella_disiens","Prevotella_nanceiensis","Prevotella_oris","Prevotella_timonensis","Sneathia_sanguinegens"
"SRR18691404",204565,0,457,814,0,16,0,260,0,0,8940,437,0,0,148,32,0,17,0,21,0,0,0,0,0,0,287,0,0,0,0,16,0,0,0,11,0,96,0,0,237,0,0,5,67,0,3,0,22,10,22,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171254,0,23,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,263,0,0,6,132,0,0,0,0,0,0,0,0,0,0,10,0,0,38,0,22,3,0,0,0,0,8940,13,0,0,0,0,0,4,22026,113125,0,0,36,0,0,54,0,9,0,0,0,0
"SRR18691405",211430,0,148,105,0,5,0,15,0,24,579,137,0,0,40,0,0,0,0,0,0,10,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,209509,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,7,28,0,0,0,0,0,0,0,579,0,0,0,0,0,0,8,789,201558,0,0,188,18,0,0,0,0,0,0,0,0
"SRR18691406",193104,0,9,46,0,336,0,569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,561,0,0,2,0,0,0,44,2,0,0,28,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,191842,4,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0
"SRR18691407",195710,0,7,382,0,430,0,296,3,146,37,0,0,0,79,24,0,4,0,0,0,12,0,0,0,0,72,0,4,0,0,73,0,0,10,72,0,5,0,0,292,0,0,0,15,0,0,8,0,0,15,79,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,194112,0,4,0,0,22,0,0,0,0,0,0,0,0,0,0,0,3,0,0,34,0,0,4,68,0,0,0,0,0,27,0,0,0,0,16,0,0,10,0,0,0,0,0,0,0,37,2,0,0,0,0,0,0,125,0,0,0,703,14,19,0,0,11,0,0,16,16
"SRR18691408",169014,0,25,592,0,1020,0,2779,0,0,0,0,0,0,47,0,0,0,0,22,0,0,0,0,0,0,130,22,0,0,0,0,0,0,0,88,0,0,0,0,2779,0,0,54,13,0,0,107,0,0,0,270,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,163942,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,47,0,0,0,0,0,0,0,0,0,0,13,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,378,0,0,0,0,0,0,0,23,0
"SRR18691410",207788,0,0,192,0,378,0,209,0,15,131,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,140,0,13,0,0,202,0,0,11,0,0,0,0,5,0,0,90,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,206414,0,7,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,4,19,0,0,0,0,0,0,0,0,0,0,26,0,0,57,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,108,0,0,0,791,0,6,0,0,0,0,0,13,0
"SRR18691411",227871,0,30,1677,0,1392,0,2924,0,34,20,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,27,0,91,0,11,0,0,2917,0,0,20,15,0,0,44,0,0,0,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220266,0,7,0,0,31,0,0,0,0,0,0,8,0,0,0,0,0,0,0,313,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,3,745,0,0,0,0,0,0,0,20,0,0,0,0,0,0,3,175,0,0,0,762,19,0,17,0,4,0,0,12,0
"SRR18691412",212353,0,43,5737,0,10,0,1050,8,500,0,0,0,16,1429,446,0,0,0,25,8,0,13,129,0,0,811,0,11,2,0,241,0,11,63,6,0,19,0,5,873,0,0,0,191,0,0,6,0,0,110,2391,5,0,6,0,0,0,0,0,0,0,0,0,0,0,22,4,202422,0,169,0,0,10,0,0,0,0,63,0,20,0,0,0,0,8,0,0,1255,16,0,63,1397,0,0,0,0,0,6,0,0,0,0,16,0,0,195,0,265,132,0,0,0,0,0,83,0,15,0,0,0,0,0,0,0,0,202349,0,391,44,398,0,0,0,59,0
"SRR18691413",195071,0,620,8023,0,1896,0,18242,0,128,0,0,0,0,2013,30,0,124,0,211,0,0,0,0,0,0,1604,0,0,0,0,131,0,13,106,976,0,49,0,7,17866,0,0,142,109,0,0,133,0,0,30,3575,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,148348,0,376,0,0,20,0,0,0,0,0,0,136,0,0,0,0,0,0,0,2022,0,0,0,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,2307,0,12106,0,0,0,0,0,0,178,0,26,0,0,0,4,78,0,0,0,147075,0,467,0,506,0,0,0,0,0
"SRR18691414",214004,0,35,1986,0,20,0,1292,0,16,0,0,0,0,681,0,0,11,0,15,0,0,0,0,0,0,324,0,0,0,0,0,0,0,0,13,0,0,0,0,1270,0,0,7,37,0,0,41,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209104,0,22,0,0,11,0,0,0,0,5,0,0,0,0,0,0,0,0,0,441,0,0,0,666,0,0,0,0,0,0,0,0,0,0,38,0,0,469,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208377,23,292,12,126,0,0,0,0,0
"SRR18691415",214388,0,616,6302,11,415,0,2679,565,1000,0,0,0,17,1634,877,0,0,0,51,15,0,15,65,0,34,820,0,29,0,0,283,0,24,158,174,0,2,0,10,2590,0,0,28,38,30,0,156,0,0,347,2404,15,0,19,0,0,0,0,0,47,0,82,0,0,0,0,15,193208,0,89,0,0,42,6,0,0,0,12,0,5,0,0,0,0,36,0,0,729,17,0,66,1625,0,0,0,0,0,28,0,0,0,3,89,0,0,498,0,7709,187,0,0,0,0,0,14,0,16,0,0,0,12,117,0,0,0,192870,85,619,49,142,0,0,0,35,0
"SRR18691416",211667,0,29,1699,0,12,0,1641,11,11,0,0,0,0,352,0,0,0,0,5,0,0,0,0,0,0,346,0,0,0,0,0,0,0,0,8,0,7,0,0,1574,0,0,4,79,0,0,12,0,0,0,958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207250,0,67,0,0,11,0,0,0,0,0,0,22,0,0,0,0,0,0,0,384,0,0,0,348,0,0,0,0,0,0,0,0,0,0,0,0,0,274,0,83,0,0,0,0,0,0,23,0,0,0,0,0,5,46,0,0,0,207055,0,102,0,35,0,0,0,0,0
"SRR18691417",185415,0,10,53,0,5,0,0,0,41,8,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185142,0,0,0,0,24,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,9,49,0,0,0,1007,53,0,0,10,0,0,0,0,0
"SRR18691418",210497,0,0,44284,0,0,0,0,0,35806,30,0,0,32,57609,0,0,0,0,0,0,27,0,0,0,0,29,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,4291,0,0,0,0,0,0,4,0,0,0,72,0,0,0,0,0,0,29,0,0,0,0,0,1387,0,0,0,0,17043,0,101,0,0,0,0,0,0,0,0,0,0,559,0,267,32,0,0,57438,0,0,0,0,0,0,0,0,0,0,62068,0,0,18,0,0,0,0,0,0,0,30,0,0,0,0,0,0,2975,16729,0,0,0,655,50118,0,0,7,0,0,0,3891,3860
"SRR18691419",185950,0,0,12,0,0,0,0,0,7,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184443,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0
"SRR18691421",166422,0,5,28,0,0,0,15,0,11,0,0,0,6,79,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,35,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165775,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,79,0,0,0,0,0,0,0,0,0,0,11,0,0,52,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,174,0,34,0,0,0,0,0,8,11
"SRR18691422",144542,0,265,26960,0,6,0,1365,0,426,0,0,0,21930,8561,31,0,0,0,0,0,0,0,0,0,0,185,93,0,0,0,5,0,124,0,0,0,0,0,0,1323,0,0,0,120,44,0,0,0,0,31,3815,0,62,0,0,0,0,0,0,0,0,322,0,0,0,0,0,99613,0,42,0,0,28,0,0,0,0,64,0,0,0,0,0,0,0,0,0,509,21930,0,29,8552,0,0,0,0,0,0,0,0,0,0,27,0,0,3981,0,2736,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,16,2006,25,0,0,0,0,1114,0
"SRR18691423",177026,2,14,388,0,515,0,402,0,13,0,0,0,0,313,0,0,0,0,9,0,6,0,0,0,44,153,0,0,0,0,0,0,388,0,84,0,0,0,0,402,0,0,8,99,0,0,10,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171277,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,313,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,79,0,0,0,0,110,0,0,38,0
"SRR18691424",190175,0,5,127,0,0,0,105,0,22,0,0,0,0,72,5,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,130,0,0,0,0,0,0,105,0,0,0,21,0,0,16,0,0,5,35,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,186101,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,66,0,0,0,0,0,0,0,0,0,0,13,0,0,292,0,39,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,243,0,0,0,0,0,0,0,25,0
"SRR18691466",240597,0,6334,1870,0,10,0,3163,5466,86,0,48,267,0,1643,0,0,264,0,0,0,0,0,0,0,0,1015,0,0,0,0,32,0,98300,67,0,0,0,0,0,2953,0,0,0,1102,0,19,2677,0,0,0,533,0,0,0,1479,0,0,267,0,0,0,0,0,64,0,0,0,790,0,210,0,0,74,0,0,0,0,0,0,0,48,0,0,0,0,5,0,189,0,0,0,1591,0,0,0,0,0,0,0,0,0,0,0,0,0,2508,0,120219,0,0,0,0,0,0,0,26,0,0,0,0,39,214,0,0,0,270,29,0,0,0,0,0,0,0,0
"SRR18691467",113220,0,2811,864,0,31,0,1988,2686,19,0,0,0,0,630,0,0,0,0,0,0,0,0,0,0,0,443,0,0,0,0,21,0,43557,0,0,0,0,0,0,1902,0,0,0,1004,0,0,835,0,0,0,307,0,0,0,657,0,0,0,0,0,0,0,0,0,31,19,0,54,0,86,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,630,0,0,0,0,0,0,0,0,0,0,0,0,0,2171,0,58573,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,26,0,0,0,0,0,0,0,32,0
"SRR18691468",203786,0,63,217,0,4,0,301,0,4,0,0,0,10,103636,0,34,20,0,5,0,0,0,0,0,0,105,0,4,0,0,30,0,71452,0,0,0,0,0,0,296,0,0,0,2638,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,10,0,12,103636,0,0,0,0,0,0,0,0,0,0,0,0,0,9086,0,16121,0,3,0,0,0,0,0,0,0,0,0,0,4,48,0,0,0,46,35,0,63,0,0,0,0,25,0
"SRR18691469",190852,0,50,223,0,0,0,329,0,4,0,0,0,0,2567,0,0,0,0,12,0,0,0,0,0,0,78,0,0,0,0,0,0,5462,0,0,0,0,0,0,303,0,0,0,549,0,27,1875,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,708,0,26,0,0,42,0,6,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,2560,0,0,0,0,0,0,0,0,0,0,20,0,8,111404,0,67343,0,5,0,0,0,0,16,0,0,0,0,0,18,97,0,0,0,196,16,0,26,0,0,0,0,64,0
"SRR18691470",256197,0,321,1627,0,20,0,687,0,32,0,0,0,0,2295,0,619,0,0,4,0,0,0,0,0,0,219,0,0,0,0,0,0,211646,0,0,0,0,0,0,577,0,0,13,3174,0,0,31,0,0,0,1212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,845,0,110,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,2290,0,0,0,0,0,0,0,0,0,0,21,0,0,17825,0,16170,0,301,0,0,0,0,0,0,0,0,0,0,13,205,0,0,0,289,30,0,5,0,0,0,0,16,21
"SRR18691471",204666,0,5,819,0,0,0,331,0,30,241,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,318,0,0,0,0,3,0,0,0,0,0,0,0,0,325,0,0,0,43,0,0,0,0,0,0,258,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,201933,0,6,0,0,30,0,0,0,0,0,0,5,0,0,0,0,0,0,3,210,0,0,5,74,0,0,0,0,0,0,0,0,0,0,11,0,0,921,0,25,0,0,0,0,0,241,31,0,0,0,0,0,11,149,0,0,0,356,0,0,10,0,0,0,0,0,11
"SRR18691472",184926,0,79,274,0,0,0,87,14,30,98,0,0,0,149,0,0,0,0,0,6,0,0,0,0,0,92,0,0,0,0,24,0,0,0,0,0,3,0,0,75,0,0,0,35,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,16,0,14,0,0,0,184001,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,5,149,0,0,0,0,0,0,0,0,0,0,0,0,21,27,4,20,0,0,0,0,0,98,34,0,0,0,0,0,0,34,0,0,0,69,7,0,11,0,0,0,0,0,0
"SRR18691473",166818,0,2,57,0,0,0,81,0,17,2766,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163704,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,11,0,0,46,0,0,0,0,0,0,0,2766,0,0,0,0,0,0,0,111,0,0,0,249,18,0,0,0,0,0,0,0,0
"SRR18691474",154013,0,3,1229,0,0,0,409,0,8,792,0,0,0,439,0,0,0,0,0,0,0,0,0,0,0,582,0,0,0,0,0,0,0,0,0,0,36,0,0,270,0,0,0,95,0,0,0,0,0,0,332,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,150604,0,139,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,30,231,0,0,7,439,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,6,0,0,0,0,0,792,30,0,0,0,0,0,0,42,0,0,0,80,13,0,91,0,0,0,0,80,0
"SRR18691475",196560,0,26,93,0,0,0,58,5,9,252,0,0,0,25,0,0,2,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,6,0,0,58,0,0,0,13,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,25,0,0,0,0,0,0,0,0,0,0,8,0,6,221,0,0,0,0,0,0,0,252,9,0,0,0,0,0,0,32,0,0,0,61,0,0,16,0,0,0,0,0,0
"SRR18691477",206729,0,469,257,0,42,97,22,3,235,0,21,441,0,84,0,0,0,0,19,0,6511,0,0,0,0,9,0,0,0,0,0,0,26,0,0,0,0,0,0,22,0,0,0,12,0,4,0,0,0,0,9,0,0,0,3367,0,97,441,0,0,0,209,0,0,9,0,0,140490,0,0,0,0,13,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,33,0,0,0,0,3,0,430,0,8390,0,0,0,0,0,0,0,0,12,0,0,0,0,41865,1237,0,0,134630,29,0,0,0,0,0,0,0,0
"SRR18691478",47202,0,1019,419,0,0,0,255,222,208,0,0,81,0,190,82,0,478,0,0,0,62,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,208,0,0,0,0,0,37681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,374,36,5996,0,0,0,0,0,0,0,21,51,0,0,0,0,582,445,0,0,36175,0,0,0,0,0,0,0,0,0
"SRR18691479",45227,0,813,451,0,0,0,0,238,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,150,0,99,0,34,0,36959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,570,45,4457,0,0,0,0,0,0,0,0,73,0,0,0,5,1202,0,0,0,34702,0,0,0,0,0,0,0,0,0
"SRR18691480",213339,0,202,1553,0,11,0,0,0,189,0,8,44,311,742,17,0,7,0,3,12,2558,0,0,0,0,667,0,30,0,0,0,0,57,20,0,0,0,0,0,0,0,0,0,300,19,0,0,0,0,17,305,0,4,0,0,0,0,0,0,0,0,39,0,0,0,0,0,169610,0,0,0,0,55,0,0,0,0,0,0,0,8,0,0,0,0,0,0,64,311,0,0,711,0,0,0,0,0,0,0,0,0,0,30,0,0,45,0,67,0,37,0,0,0,0,0,0,5,0,0,0,0,37618,0,0,0,167540,26,108,35,31,160,0,0,196,0
"SRR18691481",220409,0,17,18,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220080,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,13,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,113,0,0,0,219845,0,0,0,0,0,0,0,0,13
"SRR18691482",221918,0,204,1830,0,0,0,533,0,140,370,0,0,96,3939,69,0,0,0,0,0,34893,0,0,0,0,424,0,0,0,0,0,0,96,82,0,0,74,0,0,533,0,0,0,1021,0,0,0,0,0,69,862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36224,0,0,0,0,20,0,0,0,0,0,0,71,0,0,0,0,0,0,0,239,96,0,373,3939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,0,60,0,0,0,370,0,0,0,0,0,0,0,141418,0,0,0,30494,15,1178,0,481,0,0,0,1037,0
"SRR18691483",178095,0,943,2318,0,0,0,574,124,1010,0,0,0,19,4058,0,0,528,0,0,0,171,0,0,0,0,378,0,0,0,0,994,0,0,0,0,0,0,0,0,558,0,0,0,397,0,0,0,0,0,0,150,0,0,0,50,0,0,0,0,0,0,0,0,31,0,0,0,130218,0,16,0,0,4425,0,227,0,0,0,0,0,0,0,0,38,0,100,0,255,19,0,95,2868,0,0,0,0,0,0,0,0,0,21,501,0,91,52,10,158,0,54,0,0,0,0,54,0,0,0,0,0,78,30510,0,0,0,7395,1239,0,0,0,79,0,0,48,388
"SRR18691484",63982,0,15,1086,0,0,0,48,15,494,33,0,0,0,842,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,549,0,0,0,0,0,16,0,0,48,0,0,0,80,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45998,0,0,0,0,2223,0,107,0,0,0,0,0,0,0,0,0,6,39,0,233,0,0,21,380,0,0,0,0,0,0,0,0,0,0,207,0,0,18,0,0,0,0,0,0,0,33,0,0,0,0,0,0,74,11464,0,0,0,3824,184,0,0,0,0,0,0,0,108
"SRR18691485",165218,0,22,1912,0,37,0,714,0,94,951,0,8,6,1551,23,0,0,0,0,0,786,0,0,0,0,710,0,0,0,0,85,0,0,0,7,0,82,0,0,714,0,0,12,124,0,0,0,51,7,0,242,0,0,49,24,0,0,8,0,0,0,0,0,0,0,12,0,147087,0,0,0,0,7219,0,0,0,0,0,0,0,0,0,0,0,0,115,0,601,6,0,77,1497,0,0,0,0,0,0,0,0,0,0,480,0,0,82,0,26,0,0,0,0,0,951,30,0,0,0,0,0,64,2911,0,0,0,146917,837,24,6,69,108,0,0,165,299
"SRR18691486",247111,0,10,593,0,36,0,191,0,112,1296,0,0,0,13270,0,0,0,0,5,0,5883,0,0,0,0,71,0,0,0,0,0,0,0,0,29,0,9,0,0,187,0,0,0,4494,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108604,0,4,0,0,19298,7,0,0,0,0,0,0,0,0,0,0,0,200,0,131,0,0,0,13255,0,0,0,0,0,0,0,0,0,0,25174,0,0,17,0,4,0,0,0,0,0,1296,0,0,0,0,0,0,212,60067,0,0,0,108401,18,0,1369,6,11,0,0,7523,144
"SRR18691488",199480,0,0,1350,0,0,0,166,0,89,135,0,0,4,21949,0,0,0,0,0,0,1617,0,0,0,0,111,0,0,0,0,0,0,10,0,0,0,44,0,0,136,0,0,0,16986,0,0,0,0,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5620,0,30,0,0,10414,0,0,0,3,0,0,0,0,0,0,0,0,783,0,163,4,0,0,21931,0,0,0,0,0,0,0,0,0,0,44738,0,0,10,0,0,0,0,0,0,0,135,23,0,0,0,0,0,2556,82055,0,0,0,4133,0,0,1364,43,3,0,0,11824,15312
"SRR18691489",58756,0,25,8672,0,0,0,2,14,6750,15,0,0,52,9180,0,0,11,0,0,0,311,0,0,0,0,23,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,1927,0,0,0,0,0,0,11,0,0,0,106,0,0,0,0,0,0,0,0,14,0,0,0,2360,0,2,0,0,9128,0,113,0,0,0,0,0,0,0,0,0,0,406,2,364,52,0,0,6268,0,0,0,0,0,0,0,0,0,0,3492,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,127,21579,0,0,0,2262,2535,0,40,0,0,0,0,269,1689
"SRR18691490",229489,0,79,30049,0,0,0,33,0,23453,38,0,0,200,46221,0,0,41,0,0,0,1181,0,0,0,0,83,0,0,0,0,0,0,0,0,0,86,0,0,0,33,0,0,0,8295,0,0,0,18,0,0,23,0,0,0,453,0,0,0,0,0,0,10,0,0,0,0,0,8637,0,0,0,0,32197,0,364,0,0,0,0,0,0,0,0,0,0,1352,0,1225,200,0,0,30883,0,0,0,0,0,0,0,0,0,0,13531,0,0,12,0,3,0,0,0,0,0,38,0,0,0,0,0,0,449,75412,0,0,0,8530,11721,0,173,13,0,0,0,1095,7282
"SRR18691491",191532,0,0,66834,0,0,0,1443,0,22602,0,0,0,0,12598,3,0,0,0,12,0,618,0,0,0,0,1612,0,0,150,0,0,0,47,0,0,0,0,0,0,0,0,0,0,24129,0,0,0,0,0,3,319,0,0,0,3216,0,0,0,0,0,0,96,0,0,0,0,0,757,0,1443,0,0,12990,0,25561,0,462,135,0,0,0,0,0,0,0,5822,8812,17852,0,0,9119,6641,0,0,0,0,0,0,0,0,0,24,7092,0,0,11,0,84,0,0,0,0,0,0,25,0,0,0,0,0,2504,10219,0,0,0,420,0,0,0,23,0,0,0,193,1667
"SRR18691492",197904,0,6,37676,0,0,0,23,0,8714,0,0,0,0,4880,0,0,0,0,0,0,221,0,0,0,0,8463,0,0,28,0,0,0,19,0,0,0,0,0,0,12,0,0,0,4988,0,0,0,10,0,0,169,0,0,0,10048,0,0,0,0,0,0,113,0,0,0,0,0,148,0,11,0,0,5456,0,30380,21,156,54,0,0,0,0,0,0,0,6563,730,5348,0,0,1893,2478,0,0,0,0,0,0,0,0,0,8,78396,0,6,37,0,16,0,0,0,0,0,0,11,0,0,0,0,0,1876,15824,0,0,0,97,20,0,12,93,0,0,0,87,5196
